商品类型，销量，bgm类型，观看数，点赞数
1,100,0,0.80,0.08,0.12,0,0,0,0,0,0,10000,3241
1,100,0,0.50,0,0,0.40,0.10,0,0,0,0,20000,3460
1,400,0.20,0,0,0,0,0,0,0,0.50,0.30,15000,3880
1,1000,0,0,0.80,0,0.10,0,0,0.10,0,0,500000,11640
1,500,0.10,0.20,0.70,0,0,0,0,0,0,0,52250,7890

2,4523,0,0.70,0.02,0.28,0,0,0,0,0,0,564000,2880
2,498,0.80,0.02,0,0,0.08,0,0,0,0,0,20000,3460
2,4786,0.91,0,0,0,0,0.05,0,0,0.04,0,111100,45600
2,1000,0,0,0.70,0,0,0,0,0,0.02,0.28,100000,15620
2,500,0,0.20,0.10,0,0,0,0.70,0,0,0,52250,7890

3,7986,0,0.05,0.52,0,0,0,0.43,0,0,0,113415,12314
3,8852,0,0.08,0,0.80,0,0.12,0,0,0,0,444466,85412
3,4786,0.91,0,0,0,0,0.05,0,0,0.04,0,111100,4560
3,2000,0.80,0,0,0,0,0.08,0,0,0.02,0,100000,45660
3,100,0,0.25,0,0.56,0,0.19,0,0,0,0,15610,2120

4,1956,0,0.09,0,0.80,0.01,0,0,0,0,0,113410,12310
4,8852,0,0.08,0,0.80,0,0.12,0,0,0,0,444466,85412
4,3335,0.01,0,0,0,0,0.05,0,0.28,0,0.81,554648,46258
4,2000,0.80,0,0,0,0,0.08,0,0,0.02,0,100000,45660
4,600,0,0,0.22,0.44,0,0,0,0.34,0,0,94652,9685

5,4565,0,0,0.60,0.25,0,0,0,0,0,0.15,484563,34568
5,1891,0.01,0,0.50,0,0.40,0,0,0,0,0,245685,63358
5,6812,0.06,0,0,0.55,0,0,0,0,0.39,0,485828,95558
5,5648,0.09,0.80,0.11,0,0,0,0,0,0,0,745613,48640
5,1100,0,0.50,0.02,0,0,0.48,0,0,0,0,23485,4856


